player,nation,pos,squad,comp,age,born,90s,gls,sh,sot,sot%,sh/90,sot/90,g/sh,g/sot,dist,fk,pk,pkatt,xg,npxg,npxg/sh,g-xg,np:g-xg
Kami Doyle,ENG,MF,Southampton,Premier League,16,2005,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Bartłomiej Drągowski,POL,GK,Spezia,Serie A,24,1997,32.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Cody Drameh,ENG,DF,Leeds United,Premier League,20,2001,0.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Dion Drena Beljo,CRO,FW,Augsburg,Bundesliga,20,2002,12.5,3,13,5,38.5,1.04,0.4,0.23,0.6,15.2,0.0,0,0,1.6,1.6,0.12,1.4,1.4
Dominick Drexler,GER,MF,Schalke 04,Bundesliga,32,1990,15.2,4,16,6,37.5,1.05,0.4,0.25,0.67,14.6,0.0,0,0,2.4,2.4,0.15,1.6,1.6
Domingos Duarte,POR,DF,Getafe,La Liga,27,1995,29.5,0,16,4,25.0,0.54,0.14,0.0,0.0,11.0,0.0,0,0,1.3,1.3,0.08,-1.3,-1.3
Martin Dúbravka,SVK,GK,Newcastle Utd,Premier League,33,1989,1.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Marvin Ducksch,GER,FW,Werder Bremen,Bundesliga,28,1994,31.7,12,94,43,45.7,2.97,1.36,0.13,0.28,19.1,14.0,0,1,11.3,10.5,0.11,0.7,1.5
Ondrej Duda,SVK,MF,Hellas Verona,Serie A,27,1994,11.8,0,13,4,30.8,1.1,0.34,0.0,0.0,22.6,1.0,0,0,0.8,0.8,0.07,-0.8,-0.8
Ondrej Duda,SVK,MF,Köln,Bundesliga,27,1994,7.7,0,12,3,25.0,1.57,0.39,0.0,0.0,18.6,0.0,0,0,0.7,0.7,0.06,-0.7,-0.7
Shane Duffy,IRL,DF,Fulham,Premier League,30,1992,0.2,0,1,0,0.0,4.5,0.0,0.0,0.0,6.1,0.0,0,0,0.2,0.2,0.16,-0.2,-0.2
Rémy Dugimont,FRA,FW,Auxerre,Ligue 1,36,1986,1.3,0,4,1,25.0,3.19,0.8,0.0,0.0,27.6,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1
Denzel Dumfries,NED,DF,Inter,Serie A,26,1996,24.6,1,33,13,39.4,1.34,0.53,0.03,0.08,11.4,0.0,0,0,3.6,3.6,0.11,-2.6,-2.6
Alfred Duncan,GHA,MF,Fiorentina,Serie A,29,1993,12.3,1,9,2,22.2,0.73,0.16,0.11,0.5,24.1,0.0,0,0,0.5,0.5,0.05,0.5,0.5
Lewis Dunk,ENG,DF,Brighton,Premier League,30,1991,36.0,1,22,3,13.6,0.61,0.08,0.05,0.33,11.7,1.0,0,0,1.7,1.7,0.08,-0.7,-0.7
Maxime Dupé,FRA,GK,Toulouse,Ligue 1,29,1993,38.0,0,1,0,0.0,0.03,0.0,0.0,0.0,13.4,0.0,0,0,0.0,0.0,0.04,0.0,0.0
Jhon Durán,COL,FW,Aston Villa,Premier League,18,2003,1.5,0,7,2,28.6,4.63,1.32,0.0,0.0,19.8,0.0,0,0,0.6,0.6,0.08,-0.6,-0.6
Pablo Durán,ESP,FW,Celta Vigo,La Liga,21,2001,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Julien Duranville,BEL,MF,Dortmund,Bundesliga,16,2006,0.3,0,1,0,0.0,3.1,0.0,0.0,0.0,25.4,0.0,0,0,0.0,0.0,0.02,0.0,0.0
Hugo Duro,ESP,FW,Valencia,La Liga,22,1999,15.4,1,32,9,28.1,2.08,0.58,0.03,0.11,11.9,0.0,0,1,4.4,3.6,0.11,-3.4,-2.6
Jean-Kevin Duverne,FRA,DF,Brest,Ligue 1,25,1997,27.9,0,5,1,20.0,0.18,0.04,0.0,0.0,17.2,0.0,0,0,0.4,0.4,0.08,-0.4,-0.4
Paulo Dybala,ARG,FW,Roma,Serie A,28,1993,19.3,12,60,18,30.0,3.11,0.93,0.12,0.39,20.7,3.0,5,5,9.3,5.3,0.09,2.7,1.7
Edin Džeko,BIH,FW,Inter,Serie A,36,1986,19.2,9,73,24,32.9,3.8,1.25,0.12,0.38,14.4,0.0,0,0,9.7,9.7,0.13,-0.7,-0.7
Malcolm Ebiowei,ENG,FW,Crystal Palace,Premier League,18,2003,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Festy Ebosele,IRL,DF,Udinese,Serie A,19,2002,4.6,0,4,1,25.0,0.87,0.22,0.0,0.0,21.5,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2
Enzo Ebosse,CMR,DF,Udinese,Serie A,23,1999,10.3,0,3,0,0.0,0.29,0.0,0.0,0.0,26.4,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1
Tyronne Ebuehi,NGA,DF,Empoli,Serie A,26,1995,21.4,2,19,4,21.1,0.89,0.19,0.11,0.5,10.9,0.0,0,0,3.1,3.1,0.16,-1.1,-1.1
Ederson,BRA,GK,Manchester City,Premier League,28,1993,35.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Éderson,BRA,MF,Atalanta,Serie A,23,1999,24.6,1,36,10,27.8,1.46,0.41,0.03,0.1,21.3,0.0,0,0,2.0,2.0,0.06,-1.0,-1.0
Odsonne Édouard,FRA,FW,Crystal Palace,Premier League,24,1998,20.0,5,39,15,38.5,1.95,0.75,0.13,0.33,12.5,0.0,0,0,4.2,4.2,0.11,0.8,0.8
Samuel Edozie,ENG,MF,Southampton,Premier League,19,2003,6.3,0,8,3,37.5,1.27,0.48,0.0,0.0,16.5,0.0,0,0,0.9,0.9,0.11,-0.9,-0.9
Maximilian Eggestein,GER,MF,Freiburg,Bundesliga,25,1996,27.2,1,16,4,25.0,0.59,0.15,0.06,0.25,21.6,0.0,0,0,0.9,0.9,0.06,0.1,0.1
Lilian Egloff,GER,MF,Stuttgart,Bundesliga,19,2002,2.7,0,8,0,0.0,2.99,0.0,0.0,0.0,20.6,0.0,0,0,0.4,0.4,0.04,-0.4,-0.4
Íñigo Eguaras,ESP,MF,Almería,La Liga,30,1992,10.7,1,8,3,37.5,0.74,0.28,0.13,0.33,21.2,0.0,0,0,1.0,1.0,0.13,0.0,0.0
Kingsley Ehizibue,NED,DF,Udinese,Serie A,27,1995,17.1,2,13,6,46.2,0.76,0.35,0.15,0.33,15.1,0.0,0,0,2.0,2.0,0.16,0.0,0.0
Kingsley Ehizibue,NED,DF,Köln,Bundesliga,27,1995,0.7,0,1,1,100.0,1.48,1.48,0.0,0.0,35.5,0.0,0,0,0.0,0.0,0.02,0.0,0.0
Julian Eitschberger,GER,FW,Hertha BSC,Bundesliga,18,2004,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Chidera Ejuke,NGA,FW,Hertha BSC,Bundesliga,24,1998,9.9,0,24,5,20.8,2.43,0.51,0.0,0.0,21.1,0.0,0,0,1.5,1.5,0.06,-1.5,-1.5
Albin Ekdal,SWE,MF,Spezia,Serie A,33,1989,19.3,0,19,4,21.1,0.99,0.21,0.0,0.0,14.4,0.0,0,0,2.9,2.9,0.16,-2.9,-2.9
Hugo Ekitike,FRA,FW,Paris S-G,Ligue 1,20,2002,12.8,3,34,12,35.3,2.65,0.94,0.09,0.25,14.8,0.0,0,0,3.7,3.7,0.11,-0.7,-0.7
Emmanuel Ekong,SWE,DF,Empoli,Serie A,20,2002,0.2,0,1,0,0.0,4.5,0.0,0.0,0.0,28.2,0.0,0,0,0.0,0.0,0.04,0.0,0.0
Anthony Elanga,SWE,FW,Manchester Utd,Premier League,20,2002,4.7,0,10,4,40.0,2.11,0.85,0.0,0.0,13.8,0.0,0,0,0.7,0.7,0.07,-0.7,-0.7
Alberth Elis,HON,FW,Brest,Ligue 1,26,1996,2.9,0,4,1,25.0,1.4,0.35,0.0,0.0,13.1,0.0,0,0,0.5,0.5,0.13,-0.5,-0.5
Mikael Ellertsson,ISL,GK,Spezia,Serie A,20,2002,1.9,0,2,0,0.0,1.05,0.0,0.0,0.0,21.8,0.0,0,0,0.1,0.1,0.07,-0.1,-0.1
Harvey Elliott,ENG,MF,Liverpool,Premier League,19,2003,17.9,1,36,12,33.3,2.01,0.67,0.03,0.08,19.3,0.0,0,0,2.1,2.1,0.06,-1.1,-1.1
Elif Elmas,MKD,MF,Napoli,Serie A,22,1999,18.1,6,32,10,31.3,1.77,0.55,0.16,0.5,17.7,1.0,1,1,4.0,3.3,0.1,2.0,1.7
Mohamed Elneny,EGY,MF,Arsenal,Premier League,30,1992,1.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Aritz Elustondo,ESP,DF,Real Sociedad,La Liga,28,1994,16.1,0,8,0,0.0,0.5,0.0,0.0,0.0,21.5,0.0,0,0,0.7,0.7,0.09,-0.7,-0.7
Nico Elvedi,SUI,DF,M'Gladbach,Bundesliga,25,1996,31.4,3,18,9,50.0,0.57,0.29,0.17,0.33,10.5,0.0,0,0,2.6,2.6,0.14,0.4,0.4
Rodrigo Ely,BRA,DF,Almería,La Liga,28,1993,35.1,0,19,1,5.3,0.54,0.03,0.0,0.0,14.7,1.0,0,0,1.0,1.0,0.05,-1.0,-1.0
Mohamed Elyounoussi,NOR,MF,Southampton,Premier League,27,1994,24.1,1,36,10,27.8,1.49,0.42,0.03,0.1,15.8,0.0,0,0,3.5,3.5,0.1,-2.5,-2.5
Adri Embarba,ESP,FW,Almería,La Liga,30,1992,16.4,4,47,19,40.4,2.87,1.16,0.06,0.16,23.9,13.0,1,1,3.8,3.1,0.06,0.2,-0.1
Adri Embarba,ESP,FW,Espanyol,La Liga,30,1992,0.4,0,2,0,0.0,5.14,0.0,0.0,0.0,29.8,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1
Breel Embolo,SUI,FW,Monaco,Ligue 1,25,1997,20.7,12,40,20,50.0,1.94,0.97,0.3,0.6,10.9,0.0,0,1,8.5,7.6,0.19,3.5,4.4
Emerson,BRA,DF,Tottenham,Premier League,23,1999,19.3,2,17,6,35.3,0.88,0.31,0.12,0.33,16.6,0.0,0,0,1.7,1.7,0.1,0.3,0.3
Youssef En-Nesyri,MAR,FW,Sevilla,La Liga,25,1997,18.5,8,60,23,38.3,3.25,1.25,0.13,0.35,11.6,0.0,0,0,8.1,8.1,0.14,-0.1,-0.1
Wataru Endo,JPN,MF,Stuttgart,Bundesliga,29,1993,32.5,5,45,15,33.3,1.39,0.46,0.11,0.33,16.7,0.0,0,0,3.8,3.8,0.09,1.2,1.2
Arne Engels,BEL,MF,Augsburg,Bundesliga,18,2003,16.0,0,17,2,11.8,1.06,0.12,0.0,0.0,26.8,2.0,0,0,0.6,0.6,0.03,-0.6,-0.6
Christian Eriksen,DEN,MF,Manchester Utd,Premier League,30,1992,22.8,1,39,11,28.2,1.71,0.48,0.03,0.09,19.3,4.0,0,0,5.0,5.0,0.13,-4.0,-4.0
Martin Erlic,CRO,DF,Sassuolo,Serie A,24,1998,25.9,0,4,0,0.0,0.15,0.0,0.0,0.0,8.8,0.0,0,0,0.5,0.5,0.12,-0.5,-0.5
Tjark Ernst,GER,GK,Hertha BSC,Bundesliga,19,2003,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Gonzalo Escalante,ARG,MF,Cremonese,Serie A,29,1993,6.2,0,6,1,16.7,0.97,0.16,0.0,0.0,17.9,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2
Gonzalo Escalante,ARG,MF,Cádiz,La Liga,29,1993,12.5,4,14,6,42.9,1.12,0.48,0.29,0.67,12.5,0.0,0,0,3.5,3.5,0.25,0.5,0.5
Sergio Escudero,ESP,DF,Valladolid,La Liga,32,1989,16.0,1,27,7,25.9,1.69,0.44,0.04,0.14,23.4,3.0,0,0,1.5,1.5,0.06,-0.5,-0.5
Alfonso Espino,URU,DF,Cádiz,La Liga,30,1992,34.7,0,20,1,5.0,0.58,0.03,0.0,0.0,28.9,0.0,0,0,1.5,1.5,0.08,-1.5,-1.5
Bernardo Espinosa,COL,DF,Girona,La Liga,33,1989,13.6,1,11,5,45.5,0.81,0.37,0.09,0.2,10.7,0.0,0,0,1.2,1.2,0.11,-0.2,-0.2
Salvatore Esposito,ITA,MF,Spezia,Serie A,21,2000,10.8,1,14,2,14.3,1.3,0.19,0.07,0.5,28.5,11.0,0,0,0.7,0.7,0.05,0.3,0.3
Maxime Estève,FRA,DF,Montpellier,Ligue 1,20,2002,18.3,0,6,0,0.0,0.33,0.0,0.0,0.0,9.5,0.0,0,0,0.6,0.6,0.09,-0.6,-0.6
Pervis Estupiñán,ECU,DF,Brighton,Premier League,24,1998,29.7,1,29,4,13.8,0.98,0.13,0.03,0.25,19.3,0.0,0,0,1.7,1.7,0.06,-0.7,-0.7
Jonny Evans,NIR,DF,Leicester City,Premier League,34,1988,11.7,0,1,1,100.0,0.09,0.09,0.0,0.0,3.8,0.0,0,0,0.2,0.2,0.17,-0.2,-0.2
Edu Expósito,ESP,MF,Espanyol,La Liga,25,1996,12.9,2,19,7,36.8,1.47,0.54,0.11,0.29,24.7,2.0,0,0,0.9,0.9,0.05,1.1,1.1
Eberechi Eze,ENG,MF,Crystal Palace,Premier League,24,1998,29.3,10,70,25,35.7,2.39,0.85,0.13,0.36,21.9,14.0,1,1,7.3,6.5,0.09,2.7,2.5
Kimberly Ezekwem,GER,DF,Freiburg,Bundesliga,21,2001,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Nicolás Ezequiel Fernández,ARG,DF,Elche,La Liga,22,2000,5.7,0,5,2,40.0,0.88,0.35,0.0,0.0,14.7,0.0,0,0,0.4,0.4,0.08,-0.4,-0.4
Abdessamad Ezzalzouli,MAR,GK,Osasuna,La Liga,20,2001,16.7,4,40,16,40.0,2.39,0.96,0.1,0.25,19.1,2.0,0,0,2.7,2.7,0.07,1.3,1.3
Łukasz Fabiański,POL,GK,West Ham,Premier League,37,1985,34.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Fabinho,BRA,MF,Liverpool,Premier League,28,1993,29.7,0,18,4,22.2,0.61,0.13,0.0,0.0,22.0,0.0,0,0,0.7,0.7,0.04,-0.7,-0.7
Fábio,BRA,MF,Nantes,Ligue 1,32,1990,2.5,0,3,2,66.7,1.21,0.8,0.0,0.0,13.9,0.0,0,0,0.2,0.2,0.07,-0.2,-0.2
Noah Fadiga,SEN,DF,Brest,Ligue 1,22,1999,14.5,1,11,3,27.3,0.76,0.21,0.09,0.33,18.3,0.0,0,0,0.7,0.7,0.07,0.3,0.3
Wout Faes,BEL,DF,Leicester City,Premier League,24,1998,31.0,1,13,3,23.1,0.42,0.1,0.08,0.33,11.8,0.0,0,0,1.2,1.2,0.09,-0.2,-0.2
Wout Faes,BEL,DF,Reims,Ligue 1,24,1998,3.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Nicolò Fagioli,ITA,MF,Juventus,Serie A,21,2001,16.9,3,13,8,61.5,0.77,0.47,0.23,0.38,19.7,0.0,0,0,1.5,1.5,0.12,1.5,1.5
Ralf Fährmann,GER,GK,Schalke 04,Bundesliga,33,1988,11.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Romain Faivre,FRA,MF,Lorient,Ligue 1,24,1998,13.8,5,25,14,56.0,1.81,1.01,0.2,0.36,17.0,0.0,0,0,2.7,2.7,0.11,2.3,2.3
Romain Faivre,FRA,MF,Lyon,Ligue 1,24,1998,3.3,0,5,2,40.0,1.5,0.6,0.0,0.0,23.6,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2
Radamel Falcao,COL,FW,Rayo Vallecano,La Liga,36,1986,6.8,2,20,4,20.0,2.92,0.58,0.05,0.25,16.2,0.0,1,1,2.9,2.1,0.1,-0.9,-1.1
Wladimiro Falcone,ITA,GK,Lecce,Serie A,27,1995,38.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Fali,ESP,DF,Cádiz,La Liga,28,1993,19.0,0,9,0,0.0,0.47,0.0,0.0,0.0,16.6,0.0,0,0,0.6,0.6,0.06,-0.6,-0.6
Fallou Fall,SEN,DF,Reims,Ligue 1,18,2004,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Mamadou Fall,SEN,DF,Villarreal,La Liga,19,2002,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Davide Faraoni,ITA,DF,Hellas Verona,Serie A,30,1991,16.5,2,20,5,25.0,1.21,0.3,0.1,0.4,18.6,0.0,0,0,2.7,2.7,0.14,-0.7,-0.7
Ansu Fati,ESP,FW,Barcelona,La Liga,19,2002,15.5,7,61,18,29.5,3.94,1.16,0.11,0.39,15.0,3.0,0,0,9.1,9.1,0.16,-2.1,-2.1
Khalil Fayad,FRA,MF,Montpellier,Ligue 1,18,2004,8.0,0,8,3,37.5,1.0,0.38,0.0,0.0,21.8,0.0,0,0,0.5,0.5,0.06,-0.5,-0.5
Cheikh Faye,SEN,FW,Montpellier,Ligue 1,23,1999,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Federico Fazio,ARG,DF,Salernitana,Serie A,35,1987,11.9,1,11,2,18.2,0.92,0.17,0.09,0.5,10.7,0.0,0,0,0.7,0.7,0.06,0.3,0.3
Jacopo Fazzini,ITA,MF,Empoli,Serie A,19,2003,9.2,0,14,1,7.1,1.53,0.11,0.0,0.0,20.5,1.0,0,0,1.0,1.0,0.07,-1.0,-1.0
Zouhair Feddal,MAR,DF,Valladolid,La Liga,33,1989,4.2,0,1,0,0.0,0.24,0.0,0.0,0.0,3.5,0.0,0,0,0.2,0.2,0.2,-0.2,-0.2
Nabil Fekir,FRA,MF,Betis,La Liga,29,1993,10.7,2,24,6,25.0,2.25,0.56,0.04,0.17,21.5,9.0,1,1,2.4,1.6,0.07,-0.4,-0.6
Felipe,BRA,DF,Nott'ham Forest,Premier League,33,1989,15.8,0,13,1,7.7,0.83,0.06,0.0,0.0,9.0,0.0,0,0,1.2,1.2,0.09,-1.2,-1.2
Felipe,BRA,DF,Atlético Madrid,La Liga,33,1989,2.2,0,1,0,0.0,0.46,0.0,0.0,0.0,10.6,0.0,0,0,0.0,0.0,0.03,0.0,0.0
Luiz Felipe,ITA,DF,Betis,La Liga,25,1997,19.6,0,3,1,33.3,0.15,0.05,0.0,0.0,11.2,0.0,0,0,0.2,0.2,0.07,-0.2,-0.2
João Félix,POR,FW,Chelsea,Premier League,22,1999,10.5,4,46,16,34.8,4.4,1.53,0.09,0.25,18.0,3.0,0,0,4.9,4.9,0.11,-0.9,-0.9
João Félix,POR,FW,Atlético Madrid,La Liga,22,1999,7.2,4,26,12,46.2,3.6,1.66,0.15,0.33,18.9,1.0,0,0,2.8,2.8,0.11,1.2,1.2
Ohis Felix Uduokhai,GER,DF,Augsburg,Bundesliga,24,1997,16.1,0,4,1,25.0,0.25,0.06,0.0,0.0,9.5,0.0,0,0,0.3,0.3,0.07,-0.3,-0.3
Kiko Femenía,ESP,DF,Villarreal,La Liga,31,1991,12.6,0,2,0,0.0,0.16,0.0,0.0,0.0,23.7,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1
Evan Ferguson,IRL,FW,Brighton,Premier League,17,2004,10.6,6,36,17,47.2,3.41,1.61,0.17,0.35,15.2,0.0,0,0,5.3,5.3,0.15,0.7,0.7
Lewis Ferguson,SCO,MF,Bologna,Serie A,22,1999,25.7,7,43,18,41.9,1.67,0.7,0.16,0.39,15.5,0.0,0,0,4.7,4.7,0.11,2.3,2.3
Bruno Fernandes,POR,MF,Manchester Utd,Premier League,27,1994,36.8,8,90,32,35.6,2.44,0.87,0.07,0.19,20.8,6.0,2,2,9.3,7.7,0.09,-1.3,-1.7
Edimilson Fernandes,SUI,DF,Mainz 05,Bundesliga,26,1996,27.1,0,15,3,20.0,0.55,0.11,0.0,0.0,25.0,4.0,0,0,0.7,0.7,0.04,-0.7,-0.7
Aitor Fernández,ESP,GK,Osasuna,La Liga,31,1991,21.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Álex Fernández,ESP,DF,Cádiz,La Liga,29,1992,17.5,3,16,8,50.0,0.91,0.46,0.13,0.25,12.9,0.0,1,1,2.7,1.9,0.12,0.3,0.1
Álvaro Fernández,ESP,GK,Espanyol,La Liga,24,1998,11.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Carlos Fernández,ESP,FW,Real Sociedad,La Liga,26,1996,7.0,1,21,5,23.8,3.0,0.71,0.05,0.2,13.1,0.0,0,0,2.4,2.4,0.11,-1.4,-1.4
Enzo Fernández,ARG,MF,Chelsea,Premier League,21,2001,17.2,0,20,3,15.0,1.16,0.17,0.0,0.0,25.7,2.0,0,0,0.8,0.8,0.04,-0.8,-0.8
Federico Fernández,ARG,DF,Elche,La Liga,33,1989,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Joaquín Fernández,ESP,DF,Valladolid,La Liga,26,1996,24.0,1,10,1,10.0,0.42,0.04,0.1,1.0,13.5,0.0,0,0,0.6,0.6,0.06,0.4,0.4
Fernando,ESP,GK,Almería,La Liga,32,1990,36.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Fernando,BRA,MF,Sevilla,La Liga,35,1987,17.5,0,6,0,0.0,0.34,0.0,0.0,0.0,24.7,0.0,0,0,0.2,0.2,0.04,-0.2,-0.2
Alex Ferrari,ITA,DF,Sampdoria,Serie A,28,1994,9.6,0,5,0,0.0,0.52,0.0,0.0,0.0,20.0,0.0,0,0,0.2,0.2,0.04,-0.2,-0.2
Alex Ferrari,ITA,DF,Cremonese,Serie A,28,1994,11.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Salvador Ferrer,ESP,DF,Spezia,Serie A,24,1998,1.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Jordan Ferri,FRA,MF,Montpellier,Ligue 1,30,1992,30.4,1,14,2,14.3,0.46,0.07,0.07,0.5,24.1,0.0,0,0,0.8,0.8,0.06,0.2,0.2
Fidel,ESP,FW,Elche,La Liga,32,1989,19.0,3,13,2,15.4,0.68,0.11,0.15,1.0,15.6,0.0,1,1,2.3,1.5,0.11,0.7,0.5
Karol Fila,POL,DF,Strasbourg,Ligue 1,24,1998,0.5,0,1,0,0.0,1.91,0.0,0.0,0.0,20.7,0.0,0,0,0.1,0.1,0.07,-0.1,-0.1
Vincenzo Fiorillo,ITA,GK,Salernitana,Serie A,32,1990,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Roberto Firmino,BRA,FW,Liverpool,Premier League,30,1991,13.5,11,39,25,64.1,2.89,1.85,0.28,0.44,12.3,0.0,0,0,5.5,5.5,0.14,5.5,5.5
Junior Firpo,ESP,DF,Leeds United,Premier League,25,1996,15.2,1,2,1,50.0,0.13,0.07,0.5,1.0,12.2,0.0,0,0,0.1,0.1,0.06,0.9,0.9
Kilian Fischer,GER,DF,Wolfsburg,Bundesliga,21,2000,5.6,0,3,1,33.3,0.54,0.18,0.0,0.0,19.8,0.0,0,0,0.3,0.3,0.12,-0.3,-0.3
Mark Flekken,NED,GK,Freiburg,Bundesliga,29,1993,34.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Florian Flick,GER,MF,Schalke 04,Bundesliga,22,2000,5.7,0,2,1,50.0,0.35,0.18,0.0,0.0,24.9,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1
Alexis Flips,FRA,MF,Reims,Ligue 1,22,2000,22.0,4,53,20,37.7,2.41,0.91,0.08,0.2,24.1,9.0,0,0,3.9,3.9,0.07,0.1,0.1
Alessandro Florenzi,ITA,DF,Milan,Serie A,31,1991,2.3,0,5,1,20.0,2.22,0.44,0.0,0.0,16.2,1.0,0,0,0.8,0.8,0.15,-0.8,-0.8
Phil Foden,ENG,FW,Manchester City,Premier League,22,2000,20.5,11,46,22,47.8,2.25,1.07,0.24,0.5,15.3,1.0,0,0,5.9,5.9,0.13,5.1,5.1
Datro Fofana,CIV,FW,Chelsea,Premier League,19,2002,0.8,0,3,1,33.3,3.86,1.29,0.0,0.0,19.1,0.0,0,0,0.2,0.2,0.08,-0.2,-0.2
Seko Fofana,CIV,MF,Lens,Ligue 1,27,1995,34.1,7,82,22,26.8,2.4,0.64,0.07,0.27,19.9,0.0,1,2,9.3,7.7,0.09,-2.3,-1.7
Wesley Fofana,FRA,DF,Leicester City,Premier League,21,2000,2.0,0,2,1,50.0,1.0,0.5,0.0,0.0,10.1,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1
Wesley Fofana,FRA,DF,Chelsea,Premier League,21,2000,13.1,1,6,2,33.3,0.46,0.15,0.17,0.5,11.4,0.0,0,0,0.7,0.7,0.12,0.3,0.3
Yahia Fofana,FRA,GK,Angers,Ligue 1,21,2000,11.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Youssouf Fofana,FRA,MF,Monaco,Ligue 1,23,1999,34.3,2,42,10,23.8,1.22,0.29,0.05,0.2,22.9,1.0,0,0,2.8,2.8,0.07,-0.8,-0.8
Thomas Foket,BEL,DF,Reims,Ligue 1,27,1994,22.0,0,2,1,50.0,0.09,0.05,0.0,0.0,11.7,0.0,0,0,0.1,0.1,0.07,-0.1,-0.1
José Fonte,POR,DF,Lille,Ligue 1,38,1983,28.8,1,14,2,14.3,0.49,0.07,0.07,0.5,12.3,0.0,0,0,1.4,1.4,0.11,-0.4,-0.4
Pablo Fornals,ESP,MF,West Ham,Premier League,26,1996,16.7,3,27,7,25.9,1.62,0.42,0.11,0.43,22.6,0.0,0,0,2.2,2.2,0.08,0.8,0.8
Emil Forsberg,SWE,MF,RB Leipzig,Bundesliga,30,1991,16.5,6,21,9,42.9,1.28,0.55,0.19,0.44,18.1,1.0,2,2,4.9,3.3,0.16,1.1,0.7
Adam Forshaw,ENG,MF,Leeds United,Premier League,30,1991,5.3,0,1,0,0.0,0.19,0.0,0.0,0.0,26.4,0.0,0,0,0.0,0.0,0.03,0.0,0.0
Fraser Forster,ENG,GK,Tottenham,Premier League,34,1988,13.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
