player,nation,pos,squad,comp,age,born,90s,sca,sca90,sca_passlive,sca_passdead,sca_to,sca_sh,sca_fld,sca_def,gca,gca90,gca_passlive,gca_passdead,gca_to,gca_sh,gca_fld,gca_def
Jacopo Fazzini,ITA,MF,Empoli,Serie A,19,2003,9.2,24.0,2.62,16.0,3.0,2.0,1.0,2.0,0.0,1.0,0.11,0.0,1.0,0.0,0.0,0.0,0.0
Zouhair Feddal,MAR,DF,Valladolid,La Liga,33,1989,4.2,4.0,0.96,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nabil Fekir,FRA,MF,Betis,La Liga,29,1993,10.7,56.0,5.24,31.0,10.0,4.0,2.0,9.0,0.0,5.0,0.47,2.0,0.0,1.0,0.0,2.0,0.0
Felipe,BRA,DF,Nott'ham Forest,Premier League,33,1989,15.8,15.0,0.95,10.0,0.0,0.0,4.0,1.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0
Felipe,BRA,DF,Atlético Madrid,La Liga,33,1989,2.2,1.0,0.46,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luiz Felipe,ITA,DF,Betis,La Liga,25,1997,19.6,7.0,0.36,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0
João Félix,POR,FW,Chelsea,Premier League,22,1999,10.5,31.0,2.96,13.0,2.0,6.0,4.0,6.0,0.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0
João Félix,POR,FW,Atlético Madrid,La Liga,22,1999,7.2,29.0,4.02,22.0,0.0,3.0,3.0,0.0,1.0,5.0,0.69,4.0,0.0,0.0,1.0,0.0,0.0
Ohis Felix Uduokhai,GER,DF,Augsburg,Bundesliga,24,1997,16.1,13.0,0.81,12.0,0.0,0.0,1.0,0.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0
Kiko Femenía,ESP,DF,Villarreal,La Liga,31,1991,12.6,24.0,1.9,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Evan Ferguson,IRL,FW,Brighton,Premier League,17,2004,10.6,22.0,2.08,15.0,0.0,1.0,6.0,0.0,0.0,2.0,0.19,2.0,0.0,0.0,0.0,0.0,0.0
Lewis Ferguson,SCO,MF,Bologna,Serie A,22,1999,25.7,62.0,2.41,45.0,1.0,1.0,8.0,6.0,1.0,5.0,0.19,4.0,0.0,0.0,1.0,0.0,0.0
Bruno Fernandes,POR,MF,Manchester Utd,Premier League,27,1994,36.8,219.0,5.94,164.0,26.0,8.0,12.0,9.0,0.0,18.0,0.49,16.0,0.0,0.0,1.0,1.0,0.0
Edimilson Fernandes,SUI,DF,Mainz 05,Bundesliga,26,1996,27.1,36.0,1.33,18.0,13.0,2.0,2.0,1.0,0.0,5.0,0.18,1.0,3.0,0.0,1.0,0.0,0.0
Aitor Fernández,ESP,GK,Osasuna,La Liga,31,1991,21.0,4.0,0.19,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0
Álex Fernández,ESP,DF,Cádiz,La Liga,29,1992,17.5,39.0,2.23,27.0,10.0,1.0,0.0,1.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0
Álvaro Fernández,ESP,GK,Espanyol,La Liga,24,1998,11.0,1.0,0.09,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Fernández,ESP,FW,Real Sociedad,La Liga,26,1996,7.0,16.0,2.27,12.0,0.0,1.0,1.0,2.0,0.0,1.0,0.14,1.0,0.0,0.0,0.0,0.0,0.0
Enzo Fernández,ARG,MF,Chelsea,Premier League,21,2001,17.2,59.0,3.43,49.0,6.0,0.0,2.0,2.0,0.0,6.0,0.35,6.0,0.0,0.0,0.0,0.0,0.0
Federico Fernández,ARG,DF,Elche,La Liga,33,1989,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joaquín Fernández,ESP,DF,Valladolid,La Liga,26,1996,24.0,14.0,0.58,12.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fernando,ESP,GK,Almería,La Liga,32,1990,36.5,4.0,0.11,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fernando,BRA,MF,Sevilla,La Liga,35,1987,17.5,20.0,1.14,18.0,0.0,0.0,0.0,0.0,2.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0
Alex Ferrari,ITA,DF,Sampdoria,Serie A,28,1994,9.6,4.0,0.41,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Ferrari,ITA,DF,Cremonese,Serie A,28,1994,11.2,6.0,0.54,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salvador Ferrer,ESP,DF,Spezia,Serie A,24,1998,1.5,2.0,1.33,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Ferri,FRA,MF,Montpellier,Ligue 1,30,1992,30.4,71.0,2.33,65.0,1.0,2.0,1.0,2.0,0.0,7.0,0.23,6.0,1.0,0.0,0.0,0.0,0.0
Fidel,ESP,FW,Elche,La Liga,32,1989,19.0,66.0,3.46,46.0,11.0,4.0,1.0,4.0,0.0,4.0,0.21,4.0,0.0,0.0,0.0,0.0,0.0
Karol Fila,POL,DF,Strasbourg,Ligue 1,24,1998,0.5,3.0,5.63,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.87,1.0,0.0,0.0,0.0,0.0,0.0
Vincenzo Fiorillo,ITA,GK,Salernitana,Serie A,32,1990,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roberto Firmino,BRA,FW,Liverpool,Premier League,30,1991,13.5,46.0,3.41,36.0,0.0,4.0,6.0,0.0,0.0,7.0,0.52,4.0,0.0,1.0,2.0,0.0,0.0
Junior Firpo,ESP,DF,Leeds United,Premier League,25,1996,15.2,21.0,1.38,15.0,2.0,0.0,0.0,3.0,1.0,2.0,0.13,2.0,0.0,0.0,0.0,0.0,0.0
Kilian Fischer,GER,DF,Wolfsburg,Bundesliga,21,2000,5.6,7.0,1.26,5.0,0.0,1.0,0.0,1.0,0.0,1.0,0.18,0.0,0.0,0.0,0.0,1.0,0.0
Mark Flekken,NED,GK,Freiburg,Bundesliga,29,1993,34.0,10.0,0.29,6.0,4.0,0.0,0.0,0.0,0.0,1.0,0.03,0.0,1.0,0.0,0.0,0.0,0.0
Florian Flick,GER,MF,Schalke 04,Bundesliga,22,2000,5.7,7.0,1.23,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexis Flips,FRA,MF,Reims,Ligue 1,22,2000,22.0,95.0,4.32,69.0,13.0,1.0,7.0,1.0,4.0,11.0,0.5,10.0,0.0,0.0,1.0,0.0,0.0
Alessandro Florenzi,ITA,DF,Milan,Serie A,31,1991,2.3,9.0,4.01,4.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phil Foden,ENG,FW,Manchester City,Premier League,22,2000,20.5,99.0,4.83,76.0,9.0,6.0,5.0,3.0,0.0,14.0,0.68,10.0,0.0,3.0,0.0,1.0,0.0
Datro Fofana,CIV,FW,Chelsea,Premier League,19,2002,0.8,6.0,7.71,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seko Fofana,CIV,MF,Lens,Ligue 1,27,1995,34.1,94.0,2.75,78.0,0.0,7.0,2.0,5.0,2.0,13.0,0.38,10.0,0.0,2.0,0.0,1.0,0.0
Wesley Fofana,FRA,DF,Leicester City,Premier League,21,2000,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wesley Fofana,FRA,DF,Chelsea,Premier League,21,2000,13.1,13.0,0.99,13.0,0.0,0.0,0.0,0.0,0.0,2.0,0.15,2.0,0.0,0.0,0.0,0.0,0.0
Yahia Fofana,FRA,GK,Angers,Ligue 1,21,2000,11.0,2.0,0.18,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0
Youssouf Fofana,FRA,MF,Monaco,Ligue 1,23,1999,34.3,78.0,2.27,68.0,0.0,6.0,0.0,2.0,2.0,11.0,0.32,9.0,0.0,0.0,0.0,1.0,1.0
Thomas Foket,BEL,DF,Reims,Ligue 1,27,1994,22.0,39.0,1.78,37.0,0.0,0.0,0.0,1.0,1.0,2.0,0.09,2.0,0.0,0.0,0.0,0.0,0.0
José Fonte,POR,DF,Lille,Ligue 1,38,1983,28.8,16.0,0.56,13.0,0.0,0.0,2.0,1.0,0.0,2.0,0.07,1.0,0.0,0.0,1.0,0.0,0.0
Pablo Fornals,ESP,MF,West Ham,Premier League,26,1996,16.7,57.0,3.41,48.0,4.0,1.0,3.0,0.0,1.0,3.0,0.18,2.0,0.0,1.0,0.0,0.0,0.0
Emil Forsberg,SWE,MF,RB Leipzig,Bundesliga,30,1991,16.5,39.0,2.37,28.0,3.0,0.0,4.0,3.0,1.0,7.0,0.43,5.0,1.0,0.0,0.0,0.0,1.0
Adam Forshaw,ENG,MF,Leeds United,Premier League,30,1991,5.3,16.0,3.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fraser Forster,ENG,GK,Tottenham,Premier League,34,1988,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philipp Förster,GER,MF,Bochum,Bundesliga,27,1995,14.5,44.0,3.03,25.0,15.0,1.0,1.0,2.0,0.0,8.0,0.55,3.0,4.0,0.0,0.0,1.0,0.0
Steven Fortes,CPV,DF,Lens,Ligue 1,30,1992,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Timothy Fosu-Mensah,NED,DF,Leverkusen,Bundesliga,24,1998,2.1,5.0,2.36,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dimitri Foulquier,FRA,DF,Valencia,La Liga,29,1993,19.3,29.0,1.5,25.0,1.0,0.0,2.0,0.0,1.0,2.0,0.1,2.0,0.0,0.0,0.0,0.0,0.0
Juan Foyth,ARG,DF,Villarreal,La Liga,24,1998,21.8,29.0,1.33,28.0,1.0,0.0,0.0,0.0,0.0,2.0,0.09,2.0,0.0,0.0,0.0,0.0,0.0
Raphael Framberger,GER,DF,Augsburg,Bundesliga,26,1995,2.0,1.0,0.51,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyrese Francois,AUS,FW,Fulham,Premier League,22,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bartol Franjić,CRO,MF,Wolfsburg,Bundesliga,22,2000,2.5,3.0,1.19,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.79,1.0,0.0,1.0,0.0,0.0,0.0
Przemysław Frankowski,POL,MF,Lens,Ligue 1,27,1995,31.5,123.0,3.91,69.0,44.0,3.0,3.0,2.0,2.0,12.0,0.38,8.0,4.0,0.0,0.0,0.0,0.0
Ryan Fraser,SCO,FW,Newcastle Utd,Premier League,28,1994,3.5,8.0,2.3,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davide Frattesi,ITA,MF,Sassuolo,Serie A,22,1999,31.9,79.0,2.47,60.0,0.0,7.0,5.0,5.0,2.0,4.0,0.13,4.0,0.0,0.0,0.0,0.0,0.0
Oscar Fraulo,DEN,MF,M'Gladbach,Bundesliga,18,2003,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fred,BRA,MF,Manchester Utd,Premier League,29,1993,13.9,59.0,4.25,49.0,0.0,1.0,4.0,3.0,2.0,4.0,0.29,3.0,0.0,0.0,1.0,0.0,0.0
Ryan Fredericks,ENG,DF,Bournemouth,Premier League,29,1992,5.9,5.0,0.84,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0
Iván Fresneda,ESP,DF,Valladolid,La Liga,17,2004,19.4,39.0,1.98,33.0,4.0,0.0,0.0,1.0,1.0,3.0,0.15,1.0,1.0,0.0,0.0,1.0,0.0
Remo Freuler,SUI,MF,Nott'ham Forest,Premier League,30,1992,24.0,29.0,1.21,27.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Frey,SUI,FW,Schalke 04,Bundesliga,28,1994,9.6,15.0,1.55,13.0,0.0,0.0,2.0,0.0,0.0,4.0,0.41,4.0,0.0,0.0,0.0,0.0,0.0
Marco Friedl,AUT,DF,Werder Bremen,Bundesliga,24,1998,28.8,24.0,0.83,20.0,3.0,1.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0
Marvin Friedrich,GER,DF,M'Gladbach,Bundesliga,26,1995,13.9,10.0,0.72,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeremie Frimpong,NED,DF,Leverkusen,Bundesliga,21,2000,30.1,103.0,3.42,65.0,2.0,20.0,6.0,10.0,0.0,16.0,0.53,9.0,0.0,5.0,0.0,2.0,0.0
Chris Führich,GER,FW,Stuttgart,Bundesliga,24,1998,20.9,79.0,3.77,52.0,11.0,7.0,6.0,3.0,0.0,9.0,0.43,7.0,2.0,0.0,0.0,0.0,0.0
Angelo Fulgini,FRA,MF,Lens,Ligue 1,25,1996,9.5,45.0,4.72,23.0,17.0,2.0,2.0,1.0,0.0,4.0,0.42,3.0,1.0,0.0,0.0,0.0,0.0
Angelo Fulgini,FRA,MF,Mainz 05,Bundesliga,25,1996,5.8,18.0,3.09,17.0,0.0,0.0,0.0,1.0,0.0,1.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0
Niclas Füllkrug,GER,FW,Werder Bremen,Bundesliga,29,1993,27.5,74.0,2.69,54.0,0.0,3.0,8.0,9.0,0.0,10.0,0.36,8.0,0.0,0.0,1.0,1.0,0.0
Matteo Gabbia,ITA,DF,Milan,Serie A,22,1999,6.8,4.0,0.59,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manolo Gabbiadini,ITA,FW,Sampdoria,Serie A,30,1991,26.2,62.0,2.36,39.0,1.0,3.0,8.0,9.0,2.0,4.0,0.15,2.0,0.0,0.0,0.0,1.0,1.0
Gianluca Gaetano,ITA,MF,Napoli,Serie A,22,2000,0.8,5.0,6.62,4.0,0.0,0.0,1.0,0.0,0.0,1.0,1.32,1.0,0.0,0.0,0.0,0.0,0.0
Roberto Gagliardini,ITA,MF,Inter,Serie A,28,1994,8.7,19.0,2.18,17.0,0.0,0.0,1.0,1.0,0.0,1.0,0.11,0.0,0.0,0.0,1.0,0.0,0.0
Adolfo Gaich,ARG,FW,Hellas Verona,Serie A,23,1999,8.1,19.0,2.36,14.0,0.0,2.0,0.0,2.0,1.0,1.0,0.12,0.0,0.0,0.0,0.0,1.0,0.0
Cody Gakpo,NED,FW,Liverpool,Premier League,23,1999,16.2,49.0,3.02,37.0,0.0,3.0,4.0,3.0,2.0,6.0,0.37,5.0,0.0,0.0,0.0,1.0,0.0
Javi Galán,ESP,DF,Celta Vigo,La Liga,27,1994,35.1,93.0,2.65,70.0,14.0,4.0,1.0,2.0,2.0,4.0,0.11,3.0,0.0,0.0,0.0,0.0,1.0
Iñigo Ruiz de Galarreta,ESP,MF,Mallorca,La Liga,28,1993,27.2,46.0,1.69,33.0,9.0,1.0,0.0,3.0,0.0,5.0,0.18,2.0,2.0,1.0,0.0,0.0,0.0
Pablo Galdames Millán,CHI,MF,Cremonese,Serie A,25,1996,8.2,16.0,1.96,10.0,6.0,0.0,0.0,0.0,0.0,2.0,0.24,1.0,1.0,0.0,0.0,0.0,0.0
Conor Gallagher,ENG,MF,Chelsea,Premier League,22,2000,18.0,47.0,2.61,34.0,4.0,4.0,2.0,2.0,1.0,3.0,0.17,2.0,0.0,1.0,0.0,0.0,0.0
Antonino Gallo,ITA,DF,Lecce,Serie A,22,2000,27.6,64.0,2.32,50.0,9.0,3.0,1.0,1.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0
Gauthier Gallon,FRA,GK,Troyes,Ligue 1,29,1993,29.6,2.0,0.07,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cristian Gamboa,CRC,DF,Bochum,Bundesliga,32,1989,16.4,28.0,1.71,20.0,6.0,1.0,0.0,0.0,1.0,2.0,0.12,0.0,2.0,0.0,0.0,0.0,0.0
Kévin Gameiro,FRA,FW,Strasbourg,Ligue 1,35,1987,23.3,58.0,2.49,44.0,0.0,1.0,9.0,4.0,0.0,3.0,0.13,0.0,0.0,0.0,2.0,1.0,0.0
Idrissa Gana Gueye,SEN,MF,Everton,Premier League,32,1989,28.6,51.0,1.78,36.0,0.0,1.0,2.0,7.0,5.0,3.0,0.1,2.0,0.0,0.0,0.0,0.0,1.0
Ignatius Ganago,CMR,FW,Nantes,Ligue 1,23,1999,16.9,29.0,1.72,17.0,0.0,0.0,5.0,6.0,1.0,7.0,0.41,4.0,0.0,0.0,1.0,1.0,1.0
Ignatius Ganago,CMR,FW,Lens,Ligue 1,23,1999,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Silvère Ganvoula M'Boussy,CGO,FW,Bochum,Bundesliga,26,1996,2.7,11.0,3.99,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aleix García,ESP,MF,Girona,La Liga,25,1997,26.0,125.0,4.82,69.0,47.0,3.0,3.0,0.0,3.0,16.0,0.62,10.0,3.0,1.0,0.0,0.0,2.0
Álvaro García,ESP,MF,Rayo Vallecano,La Liga,29,1992,31.9,95.0,2.98,70.0,2.0,6.0,6.0,7.0,4.0,14.0,0.44,9.0,0.0,2.0,0.0,3.0,0.0
Borja García,ESP,MF,Girona,La Liga,31,1990,7.5,17.0,2.26,12.0,1.0,2.0,1.0,1.0,0.0,2.0,0.27,2.0,0.0,0.0,0.0,0.0,0.0
Carlos García,ESP,DF,Cádiz,La Liga,22,2000,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dani García,ESP,MF,Athletic Club,La Liga,32,1990,16.5,23.0,1.39,20.0,0.0,0.0,0.0,1.0,2.0,4.0,0.24,4.0,0.0,0.0,0.0,0.0,0.0
David García,ESP,DF,Osasuna,La Liga,28,1994,29.8,19.0,0.64,19.0,0.0,0.0,0.0,0.0,0.0,2.0,0.07,2.0,0.0,0.0,0.0,0.0,0.0
Eric García,ESP,DF,Barcelona,La Liga,21,2001,15.7,10.0,0.63,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fran Garcia,ESP,DF,Rayo Vallecano,La Liga,22,1999,37.9,71.0,1.88,55.0,6.0,3.0,1.0,2.0,4.0,9.0,0.24,6.0,1.0,1.0,0.0,1.0,0.0
Joan García,ESP,GK,Espanyol,La Liga,21,2001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raúl García,ESP,DF,Athletic Club,La Liga,36,1986,10.7,33.0,3.07,18.0,0.0,2.0,10.0,1.0,2.0,7.0,0.65,5.0,0.0,1.0,1.0,0.0,0.0
Rubén García,ESP,FW,Osasuna,La Liga,29,1993,12.9,54.0,4.2,29.0,20.0,1.0,2.0,2.0,0.0,4.0,0.31,2.0,2.0,0.0,0.0,0.0,0.0
Unai García,ESP,DF,Osasuna,La Liga,30,1992,19.0,6.0,0.32,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0
Alejandro Garnacho,ARG,FW,Manchester Utd,Premier League,18,2004,6.3,22.0,3.48,17.0,0.0,3.0,1.0,1.0,0.0,6.0,0.95,5.0,0.0,1.0,0.0,0.0,0.0
James Garner,ENG,MF,Everton,Premier League,21,2001,8.9,19.0,2.13,13.0,3.0,1.0,1.0,1.0,0.0,2.0,0.22,2.0,0.0,0.0,0.0,0.0,0.0
Felix Garreta,ESP,DF,Betis,La Liga,18,2004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aleix Garrido,ESP,FW,Barcelona,La Liga,18,2004,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sékou Gassama,SEN,FW,Valladolid,La Liga,27,1995,0.4,1.0,2.57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Johan Gastien,FRA,MF,Clermont Foot,Ligue 1,34,1988,28.9,69.0,2.39,44.0,21.0,0.0,2.0,1.0,1.0,9.0,0.31,5.0,4.0,0.0,0.0,0.0,0.0
Federico Gatti,ITA,DF,Juventus,Serie A,24,1998,16.1,19.0,1.18,17.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gavi,ESP,MF,Barcelona,La Liga,17,2004,28.1,72.0,2.56,59.0,0.0,3.0,4.0,3.0,3.0,7.0,0.25,6.0,0.0,1.0,0.0,0.0,0.0
Paulo Gazzaniga,ARG,GK,Girona,La Liga,30,1992,28.0,2.0,0.07,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David de Gea,ESP,GK,Manchester Utd,Premier League,31,1990,38.0,5.0,0.13,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dario Gebuhr,GER,DF,Eint Frankfurt,Bundesliga,19,2003,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dennis Geiger,GER,MF,Hoffenheim,Bundesliga,24,1998,21.7,57.0,2.63,38.0,14.0,2.0,1.0,0.0,2.0,7.0,0.32,6.0,1.0,0.0,0.0,0.0,0.0
Joe Gelhardt,ENG,FW,Leeds United,Premier League,20,2002,2.4,4.0,1.7,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.85,2.0,0.0,0.0,0.0,0.0,0.0
Valentin Gendrey,FRA,DF,Lecce,Serie A,22,2000,34.5,49.0,1.42,37.0,5.0,1.0,0.0,4.0,2.0,4.0,0.12,2.0,0.0,0.0,0.0,2.0,0.0
Denis Genreau,AUS,MF,Toulouse,Ligue 1,23,1999,7.3,18.0,2.46,15.0,0.0,0.0,1.0,0.0,2.0,2.0,0.27,2.0,0.0,0.0,0.0,0.0,0.0
Yannick Gerhardt,GER,MF,Wolfsburg,Bundesliga,28,1994,20.7,45.0,2.17,36.0,0.0,0.0,3.0,5.0,1.0,8.0,0.39,7.0,0.0,0.0,0.0,1.0,0.0
Valère Germain,FRA,FW,Montpellier,Ligue 1,32,1990,7.6,14.0,1.83,11.0,0.0,0.0,2.0,1.0,0.0,3.0,0.39,1.0,0.0,0.0,1.0,1.0,0.0
Gerson,BRA,MF,Marseille,Ligue 1,25,1997,4.6,12.0,2.6,9.0,0.0,1.0,0.0,2.0,0.0,1.0,0.22,1.0,0.0,0.0,0.0,0.0,0.0
Ismaël Gharbi,ESP,MF,Paris S-G,Ligue 1,18,2004,0.6,2.0,3.1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paolo Ghiglione,ITA,DF,Cremonese,Serie A,25,1997,7.9,19.0,2.41,16.0,3.0,0.0,0.0,0.0,0.0,3.0,0.38,3.0,0.0,0.0,0.0,0.0,0.0
Saman Ghoddos,IRN,FW,Brentford,Premier League,28,1993,1.5,4.0,2.57,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Faouzi Ghoulam,ALG,DF,Angers,Ligue 1,31,1991,5.3,17.0,3.2,6.0,10.0,0.0,0.0,1.0,0.0,1.0,0.19,1.0,0.0,0.0,0.0,0.0,0.0
Morgan Gibbs-White,ENG,MF,Wolves,Premier League,22,2000,2.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morgan Gibbs-White,ENG,MF,Nott'ham Forest,Premier League,22,2000,33.0,119.0,3.6,72.0,27.0,9.0,6.0,2.0,3.0,12.0,0.36,6.0,3.0,1.0,2.0,0.0,0.0
Niko Gießelmann,GER,DF,Union Berlin,Bundesliga,30,1991,14.5,47.0,3.25,22.0,19.0,2.0,2.0,2.0,0.0,7.0,0.48,3.0,2.0,1.0,1.0,0.0,0.0
Samuel Gigot,FRA,DF,Marseille,Ligue 1,28,1993,20.9,19.0,0.91,15.0,0.0,0.0,4.0,0.0,0.0,4.0,0.19,4.0,0.0,0.0,0.0,0.0,0.0
Rafał Gikiewicz,POL,GK,Augsburg,Bundesliga,34,1987,23.0,7.0,0.3,3.0,4.0,0.0,0.0,0.0,0.0,1.0,0.04,0.0,1.0,0.0,0.0,0.0,0.0
David Gil,ESP,GK,Cádiz,La Liga,28,1994,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Óscar Gil,ESP,DF,Espanyol,La Liga,25,1997,28.4,33.0,1.16,25.0,1.0,2.0,2.0,3.0,0.0,2.0,0.07,1.0,0.0,1.0,0.0,0.0,0.0
Mario Gila,ESP,DF,Lazio,Serie A,21,2000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Billy Gilmour,SCO,MF,Brighton,Premier League,21,2001,5.6,14.0,2.48,12.0,0.0,0.0,0.0,1.0,1.0,3.0,0.53,3.0,0.0,0.0,0.0,0.0,0.0
Álvaro Giménez,ESP,FW,Cádiz,La Liga,31,1991,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gvidas Gineitis,LTU,MF,Torino,Serie A,18,2004,1.5,3.0,1.99,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matthias Ginter,GER,DF,Freiburg,Bundesliga,28,1994,34.0,32.0,0.94,27.0,0.0,0.0,4.0,1.0,0.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0
