player,nation,pos,squad,comp,age,born,90s,total_cmp,total_att,total_cmp%,total_totdist,total_prgdist,short_cmp,short_att,short_cmp%,medium_cmp,medium_att,medium_cmp%,long_cmp,long_att,long_cmp%,ast,xag,xa,a-xag,kp,1/3,ppa,crspa,prgp
Bruno Amione,ARG,DF,Sampdoria,Serie A,20,2002,23.2,821.0,1032.0,79.6,14337.0,5874.0,337.0,386.0,87.3,413.0,479.0,86.2,59.0,117.0,50.4,1,0.6,0.8,0.4,3.0,38.0,3.0,1.0,54.0
Nadiem Amiri,GER,MF,Leverkusen,Bundesliga,25,1996,10.9,423.0,507.0,83.4,6968.0,1759.0,212.0,233.0,91.0,149.0,168.0,88.7,45.0,68.0,66.2,1,1.1,1.8,-0.1,15.0,38.0,9.0,1.0,55.0
Samuel Amo-Ameyaw,ENG,MF,Southampton,Premier League,16,2006,0.0,5.0,6.0,83.3,74.0,11.0,0.0,1.0,0.0,3.0,3.0,100.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0
Ethan Ampadu,WAL,DF,Spezia,Serie A,21,2000,29.3,1254.0,1548.0,81.0,23855.0,9527.0,474.0,538.0,88.1,631.0,707.0,89.3,134.0,253.0,53.0,1,1.1,0.9,-0.1,13.0,106.0,14.0,4.0,125.0
Sofyan Amrabat,MAR,MF,Fiorentina,Serie A,25,1996,22.2,1323.0,1490.0,88.8,26717.0,7147.0,450.0,504.0,89.3,636.0,677.0,93.9,217.0,258.0,84.1,1,1.1,1.6,-0.1,12.0,158.0,23.0,10.0,176.0
Ayoub Amraoui,MAR,MF,Nice,Ligue 1,18,2004,3.3,155.0,185.0,83.8,2237.0,638.0,83.0,86.0,96.5,56.0,67.0,83.6,6.0,15.0,40.0,0,0.1,0.1,-0.1,2.0,10.0,2.0,2.0,13.0
Joachim Andersen,DEN,DF,Crystal Palace,Premier League,26,1996,30.9,1561.0,1972.0,79.2,36474.0,13911.0,346.0,391.0,88.5,927.0,1007.0,92.1,281.0,534.0,52.6,0,1.3,1.0,-1.3,12.0,153.0,8.0,1.0,105.0
Elliot Anderson,SCO,MF,Newcastle Utd,Premier League,19,2002,4.6,150.0,198.0,75.8,2043.0,599.0,90.0,104.0,86.5,44.0,56.0,78.6,5.0,10.0,50.0,1,1.3,1.5,-0.3,9.0,15.0,4.0,0.0,24.0
Felipe Anderson,BRA,FW,Lazio,Serie A,29,1993,32.9,1093.0,1410.0,77.5,15203.0,3384.0,665.0,780.0,85.3,331.0,416.0,79.6,49.0,86.0,57.0,2,4.8,4.2,-2.8,47.0,61.0,47.0,6.0,114.0
Benjamin André,FRA,MF,Lille,Ligue 1,31,1990,32.4,1942.0,2324.0,83.6,35130.0,11527.0,818.0,937.0,87.3,809.0,916.0,88.3,238.0,335.0,71.0,1,1.8,2.3,-0.8,21.0,297.0,24.0,0.0,309.0
Komnen Andrić,SRB,FW,Clermont Foot,Ligue 1,27,1995,16.1,320.0,428.0,74.8,4806.0,688.0,174.0,229.0,76.0,98.0,124.0,79.0,24.0,28.0,85.7,3,0.9,0.8,2.1,15.0,22.0,6.0,0.0,27.0
Robert Andrich,GER,MF,Leverkusen,Bundesliga,27,1994,26.7,1218.0,1455.0,83.7,19896.0,5759.0,594.0,675.0,88.0,496.0,581.0,85.4,82.0,123.0,66.7,2,1.2,0.9,0.8,18.0,77.0,11.0,2.0,99.0
Angeliño,ESP,DF,Hoffenheim,Bundesliga,25,1997,29.1,1012.0,1544.0,65.5,19297.0,7991.0,424.0,501.0,84.6,433.0,616.0,70.3,143.0,339.0,42.2,8,7.2,7.7,0.8,50.0,82.0,52.0,29.0,108.0
Fabrizio Angileri,ARG,DF,Getafe,La Liga,28,1994,6.5,153.0,260.0,58.8,2800.0,936.0,67.0,87.0,77.0,65.0,109.0,59.6,17.0,42.0,40.5,0,0.0,0.1,0.0,0.0,13.0,1.0,0.0,16.0
Jaidon Anthony,ENG,FW,Bournemouth,Premier League,22,1999,14.0,387.0,526.0,73.6,5818.0,1610.0,225.0,257.0,87.5,110.0,150.0,73.3,31.0,63.0,49.2,1,1.0,1.1,0.0,12.0,24.0,19.0,7.0,49.0
Janis Antiste,FRA,FW,Sassuolo,Serie A,19,2002,0.6,13.0,18.0,72.2,159.0,43.0,8.0,11.0,72.7,4.0,5.0,80.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Waldemar Anton,GER,DF,Stuttgart,Bundesliga,26,1996,32.6,1629.0,2059.0,79.1,32013.0,12155.0,539.0,629.0,85.7,913.0,1044.0,87.5,167.0,324.0,51.5,2,1.4,1.4,0.6,10.0,112.0,16.0,4.0,135.0
Josep Antoni Gayá,ESP,GK,Mallorca,La Liga,22,2000,1.1,6.0,7.0,85.7,96.0,34.0,3.0,3.0,100.0,3.0,3.0,100.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
José Antonio,ESP,MF,Cádiz,La Liga,18,2004,0.5,8.0,10.0,80.0,98.0,50.0,6.0,6.0,100.0,2.0,2.0,100.0,0.0,1.0,0.0,1,0.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0
Marcos Antônio,BRA,MF,Lazio,Serie A,22,2000,6.6,380.0,420.0,90.5,5541.0,1381.0,225.0,236.0,95.3,118.0,130.0,90.8,22.0,30.0,73.3,1,0.3,0.3,0.7,3.0,40.0,2.0,0.0,25.0
Michail Antonio,JAM,FW,West Ham,Premier League,32,1990,20.3,186.0,348.0,53.4,2663.0,501.0,114.0,168.0,67.9,55.0,108.0,50.9,12.0,31.0,38.7,3,1.3,0.8,1.7,15.0,12.0,8.0,2.0,27.0
Antony,BRA,FW,Manchester Utd,Premier League,22,2000,20.0,651.0,819.0,79.5,8497.0,1915.0,439.0,495.0,88.7,146.0,197.0,74.1,31.0,51.0,60.8,2,2.9,2.4,-0.9,28.0,29.0,33.0,2.0,74.0
Valentin Antov,BUL,DF,Monza,Serie A,21,2000,3.4,201.0,229.0,87.8,3529.0,1518.0,85.0,93.0,91.4,90.0,98.0,91.8,19.0,30.0,63.3,0,0.0,0.1,0.0,1.0,12.0,2.0,0.0,14.0
Christopher Antwi-Adjei,GHA,FW,Bochum,Bundesliga,28,1994,22.0,432.0,712.0,60.7,6857.0,2576.0,234.0,287.0,81.5,145.0,243.0,59.7,37.0,116.0,31.9,6,3.8,3.8,2.2,33.0,17.0,30.0,15.0,36.0
Anuar,MAR,MF,Valladolid,La Liga,27,1995,2.3,30.0,40.0,75.0,363.0,114.0,18.0,23.0,78.3,9.0,10.0,90.0,0.0,0.0,0.0,0,0.4,0.0,-0.4,4.0,3.0,0.0,0.0,3.0
Houssem Aouar,FRA,MF,Lyon,Ligue 1,24,1998,5.8,299.0,370.0,80.8,4682.0,1089.0,160.0,179.0,89.4,101.0,127.0,79.5,24.0,36.0,66.7,1,1.1,0.8,-0.1,6.0,37.0,4.0,0.0,37.0
Adil Aouchiche,FRA,MF,Lorient,Ligue 1,20,2002,2.8,115.0,154.0,74.7,1969.0,665.0,56.0,62.0,90.3,41.0,51.0,80.4,12.0,30.0,40.0,0,0.1,0.1,-0.1,1.0,15.0,3.0,0.0,23.0
Dennis Appiah,FRA,GK,Nantes,Ligue 1,30,1992,8.8,339.0,468.0,72.4,5590.0,2196.0,152.0,191.0,79.6,154.0,204.0,75.5,22.0,53.0,41.5,0,0.2,0.3,-0.2,4.0,30.0,7.0,4.0,39.0
Stredair Appuah,FRA,GK,Nantes,Ligue 1,18,2004,0.7,19.0,27.0,70.4,262.0,52.0,11.0,12.0,91.7,5.0,7.0,71.4,1.0,3.0,33.3,0,0.2,0.1,-0.2,3.0,0.0,1.0,0.0,3.0
Mauro Arambarri,URU,MF,Getafe,La Liga,26,1995,11.0,326.0,421.0,77.4,6549.0,2050.0,112.0,128.0,87.5,150.0,177.0,84.7,58.0,99.0,58.6,1,1.5,1.6,-0.5,15.0,32.0,4.0,2.0,33.0
Charles Aránguiz,CHI,MF,Leverkusen,Bundesliga,33,1989,5.5,248.0,311.0,79.7,3706.0,1211.0,136.0,154.0,88.3,84.0,96.0,87.5,15.0,39.0,38.5,0,0.2,0.2,-0.2,3.0,21.0,3.0,0.0,32.0
Ronald Araújo,URU,DF,Barcelona,La Liga,23,1999,20.0,1139.0,1287.0,88.5,21762.0,7324.0,406.0,433.0,93.8,609.0,652.0,93.4,110.0,174.0,63.2,2,0.8,0.7,1.2,6.0,95.0,3.0,1.0,79.0
Cameron Archer,ENG,FW,Aston Villa,Premier League,21,2001,0.5,8.0,12.0,66.7,108.0,44.0,5.0,5.0,100.0,3.0,5.0,60.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Taïryk Arconte,FRA,FW,Brest,Ligue 1,18,2003,1.4,10.0,17.0,58.8,129.0,32.0,6.0,9.0,66.7,3.0,5.0,60.0,0.0,1.0,0.0,0,0.1,0.0,-0.1,2.0,0.0,0.0,0.0,1.0
Alphonse Areola,FRA,GK,West Ham,Premier League,29,1993,3.4,67.0,92.0,72.8,1737.0,1323.0,25.0,25.0,100.0,22.0,22.0,100.0,19.0,43.0,44.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Aribo,NGA,DF,Southampton,Premier League,26,1996,13.6,280.0,385.0,72.7,3591.0,907.0,187.0,240.0,77.9,66.0,87.0,75.9,9.0,12.0,75.0,0,0.8,0.5,-0.8,9.0,20.0,9.0,0.0,39.0
Adam Armstrong,ENG,GK,Southampton,Premier League,25,1997,14.8,220.0,302.0,72.8,3235.0,585.0,120.0,146.0,82.2,71.0,89.0,79.8,13.0,23.0,56.5,1,1.3,0.8,-0.3,11.0,13.0,10.0,2.0,16.0
Stuart Armstrong,SCO,GK,Southampton,Premier League,30,1992,15.6,531.0,676.0,78.6,8041.0,2224.0,296.0,341.0,86.8,189.0,226.0,83.6,29.0,55.0,52.7,1,2.2,2.8,-1.2,18.0,47.0,32.0,7.0,75.0
Marko Arnautović,AUT,FW,Bologna,Serie A,33,1989,17.0,328.0,467.0,70.2,4736.0,799.0,180.0,234.0,76.9,106.0,138.0,76.8,17.0,32.0,53.1,0,1.9,1.4,-1.9,22.0,17.0,14.0,1.0,36.0
Maximilian Arnold,GER,MF,Wolfsburg,Bundesliga,28,1994,30.7,1269.0,1642.0,77.3,28055.0,8726.0,360.0,405.0,88.9,645.0,741.0,87.0,247.0,448.0,55.1,3,4.9,4.9,-1.9,43.0,115.0,19.0,2.0,150.0
Mohamed El Arouch,FRA,MF,Lyon,Ligue 1,18,2004,0.0,1.0,2.0,50.0,17.0,9.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Sergio Arribas,ESP,MF,Real Madrid,La Liga,20,2001,0.2,9.0,11.0,81.8,131.0,35.0,6.0,6.0,100.0,3.0,5.0,60.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0
Kepa Arrizabalaga,ESP,GK,Chelsea,Premier League,27,1994,28.5,871.0,1046.0,83.3,19299.0,11448.0,287.0,289.0,99.3,390.0,395.0,98.7,190.0,357.0,53.2,0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
Roberto Arroyo,ESP,MF,Valladolid,La Liga,18,2003,0.2,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tolgay Arslan,GER,MF,Udinese,Serie A,31,1990,13.4,485.0,605.0,80.2,8750.0,2629.0,228.0,261.0,87.4,169.0,200.0,84.5,71.0,101.0,70.3,0,1.6,1.6,-1.6,15.0,51.0,19.0,4.0,77.0
Ricard Artero,ESP,MF,Girona,La Liga,19,2003,1.5,37.0,47.0,78.7,431.0,85.0,28.0,32.0,87.5,5.0,6.0,83.3,1.0,2.0,50.0,0,0.0,0.1,0.0,0.0,2.0,0.0,0.0,3.0
Arthur,BRA,FW,Fiorentina,Serie A,24,1998,15.9,183.0,271.0,67.5,2376.0,416.0,118.0,155.0,76.1,41.0,52.0,78.8,9.0,14.0,64.3,1,0.8,0.9,0.2,14.0,3.0,7.0,0.0,21.0
Santiago Arzamendia,PAR,DF,Cádiz,La Liga,24,1998,5.4,150.0,226.0,66.4,2442.0,1025.0,80.0,94.0,85.1,54.0,73.0,74.0,11.0,36.0,30.6,0,0.5,0.2,-0.5,6.0,14.0,3.0,0.0,17.0
Takuma Asano,JPN,FW,Bochum,Bundesliga,27,1994,19.0,237.0,342.0,69.3,3302.0,967.0,147.0,183.0,80.3,72.0,98.0,73.5,8.0,23.0,34.8,3,2.1,2.1,0.9,22.0,18.0,18.0,7.0,34.0
Santiago Ascacíbar,ARG,MF,Cremonese,Serie A,25,1997,8.1,358.0,435.0,82.3,6100.0,2189.0,182.0,207.0,87.9,135.0,145.0,93.1,34.0,56.0,60.7,0,0.4,0.5,-0.4,8.0,50.0,7.0,2.0,41.0
Sergio Asenjo,ESP,GK,Valladolid,La Liga,33,1989,10.0,233.0,353.0,66.0,7218.0,5138.0,33.0,33.0,100.0,107.0,112.0,95.5,91.0,203.0,44.8,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
Marco Asensio,ESP,MF,Real Madrid,La Liga,26,1996,16.0,650.0,802.0,81.0,9900.0,2248.0,378.0,415.0,91.1,187.0,222.0,84.2,56.0,102.0,54.9,6,4.9,4.2,1.1,41.0,60.0,26.0,6.0,70.0
Kristoffer Askildsen,NOR,MF,Lecce,Serie A,21,2001,8.1,165.0,269.0,61.3,2965.0,1017.0,80.0,117.0,68.4,52.0,80.0,65.0,24.0,48.0,50.0,0,0.3,0.4,-0.3,7.0,20.0,2.0,0.0,24.0
Fisnik Asllani,KVX,FW,Hoffenheim,Bundesliga,19,2002,1.9,37.0,63.0,58.7,384.0,62.0,28.0,43.0,65.1,5.0,7.0,71.4,0.0,0.0,0.0,0,0.2,0.1,-0.2,3.0,1.0,0.0,0.0,1.0
Kristjan Asllani,ALB,MF,Inter,Serie A,20,2002,6.6,402.0,457.0,88.0,7554.0,2029.0,188.0,192.0,97.9,148.0,161.0,91.9,61.0,93.0,65.6,0,0.9,1.0,-0.9,11.0,27.0,6.0,1.0,29.0
Iago Aspas,ESP,FW,Celta Vigo,La Liga,34,1987,31.9,936.0,1227.0,76.3,14650.0,3382.0,517.0,625.0,82.7,275.0,353.0,77.9,91.0,131.0,69.5,3,5.6,5.4,-2.6,83.0,90.0,47.0,2.0,162.0
Lorenz Assignon,TOG,DF,Rennes,Ligue 1,22,2000,2.9,127.0,155.0,81.9,2129.0,587.0,60.0,72.0,83.3,60.0,70.0,85.7,6.0,11.0,54.5,1,0.3,0.3,0.7,1.0,8.0,0.0,0.0,11.0
Youcef Atal,ALG,DF,Nice,Ligue 1,26,1996,8.7,408.0,509.0,80.2,6228.0,1790.0,232.0,262.0,88.5,131.0,157.0,83.4,33.0,64.0,51.6,0,1.3,1.7,-1.3,11.0,28.0,16.0,7.0,39.0
Valentin Atangana Edoa,FRA,MF,Reims,Ligue 1,16,2005,1.9,41.0,48.0,85.4,650.0,180.0,20.0,23.0,87.0,18.0,18.0,100.0,1.0,4.0,25.0,0,0.2,0.2,-0.2,3.0,4.0,1.0,1.0,5.0
Pierre-Emerick Aubameyang,GAB,FW,Chelsea,Premier League,33,1989,6.2,82.0,111.0,73.9,1053.0,203.0,56.0,70.0,80.0,22.0,26.0,84.6,2.0,4.0,50.0,0,0.4,0.2,-0.4,4.0,2.0,2.0,1.0,3.0
Pierre-Emerick Aubameyang,GAB,FW,Barcelona,La Liga,33,1989,0.1,3.0,3.0,100.0,59.0,26.0,0.0,0.0,0.0,3.0,3.0,100.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emil Audero,ITA,GK,Sampdoria,Serie A,25,1997,25.0,617.0,919.0,67.1,19319.0,14234.0,91.0,91.0,100.0,246.0,248.0,99.2,279.0,572.0,48.8,0,0.0,0.1,0.0,0.0,16.0,0.0,0.0,0.0
Tommaso Augello,ITA,DF,Sampdoria,Serie A,27,1994,34.0,1283.0,1774.0,72.3,21887.0,9530.0,613.0,701.0,87.4,531.0,716.0,74.2,114.0,236.0,48.3,5,3.9,3.8,1.1,43.0,84.0,45.0,28.0,119.0
Ludwig Augustinsson,SWE,DF,Aston Villa,Premier League,28,1994,0.9,26.0,43.0,60.5,421.0,176.0,13.0,16.0,81.3,10.0,16.0,62.5,2.0,8.0,25.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ludwig Augustinsson,SWE,DF,Mallorca,La Liga,28,1994,1.5,49.0,70.0,70.0,727.0,274.0,32.0,35.0,91.4,13.0,23.0,56.5,2.0,10.0,20.0,0,0.0,0.1,0.0,1.0,1.0,2.0,2.0,5.0
Serge Aurier,CIV,DF,Nott'ham Forest,Premier League,29,1992,21.6,667.0,943.0,70.7,10182.0,4393.0,373.0,454.0,82.2,236.0,333.0,70.9,41.0,94.0,43.6,0,1.0,0.9,-1.0,10.0,44.0,13.0,6.0,71.0
Mathias Autret,FRA,MF,Auxerre,Ligue 1,31,1991,14.3,451.0,597.0,75.5,9287.0,2835.0,172.0,204.0,84.3,175.0,219.0,79.9,92.0,140.0,65.7,2,2.0,2.0,0.0,27.0,61.0,16.0,4.0,77.0
Ezequiel Ávila,ARG,GK,Osasuna,La Liga,28,1994,19.0,287.0,526.0,54.6,5983.0,1501.0,131.0,185.0,70.8,87.0,151.0,57.6,62.0,139.0,44.6,2,1.7,2.1,0.3,18.0,24.0,25.0,14.0,39.0
Cédric Avinel,GLP,DF,Ajaccio,Ligue 1,35,1986,19.9,607.0,714.0,85.0,12003.0,4107.0,174.0,194.0,89.7,346.0,388.0,89.2,71.0,108.0,65.7,0,0.0,0.1,0.0,0.0,13.0,0.0,0.0,31.0
Taiwo Awoniyi,NGA,FW,Nott'ham Forest,Premier League,24,1997,15.6,143.0,223.0,64.1,1675.0,300.0,96.0,133.0,72.2,34.0,52.0,65.4,2.0,8.0,25.0,1,1.1,0.3,-0.1,10.0,6.0,2.0,0.0,12.0
Yasin Ayari,SWE,MF,Brighton,Premier League,18,2003,0.7,20.0,23.0,87.0,386.0,133.0,10.0,12.0,83.3,6.0,6.0,100.0,4.0,4.0,100.0,0,0.1,0.3,-0.1,2.0,4.0,1.0,0.0,2.0
Mehmet Aydin,GER,MF,Schalke 04,Bundesliga,20,2002,6.3,178.0,280.0,63.6,3104.0,1260.0,88.0,112.0,78.6,72.0,105.0,68.6,15.0,35.0,42.9,0,0.8,0.3,-0.8,4.0,13.0,5.0,3.0,15.0
André Ayew,GHA,FW,Nott'ham Forest,Premier League,32,1989,3.5,53.0,73.0,72.6,686.0,146.0,38.0,46.0,82.6,13.0,21.0,61.9,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,11.0
Jordan Ayew,GHA,FW,Crystal Palace,Premier League,30,1991,30.2,676.0,875.0,77.3,8710.0,1706.0,434.0,495.0,87.7,192.0,246.0,78.0,15.0,40.0,37.5,3,3.2,2.6,-0.2,31.0,34.0,19.0,6.0,63.0
Kaan Ayhan,TUR,DF,Sassuolo,Serie A,27,1994,6.1,288.0,332.0,86.7,6000.0,1702.0,84.0,87.0,96.6,154.0,167.0,92.2,48.0,72.0,66.7,0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,15.0
Luke Ayling,ENG,DF,Leeds United,Premier League,30,1991,22.8,786.0,1132.0,69.4,12523.0,6236.0,439.0,508.0,86.4,267.0,374.0,71.4,62.0,155.0,40.0,1,2.0,2.2,-1.0,12.0,61.0,18.0,10.0,77.0
Ayman Azhil,MAR,MF,Leverkusen,Bundesliga,21,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sardar Azmoun,IRN,FW,Leverkusen,Bundesliga,27,1995,10.3,162.0,247.0,65.6,2373.0,844.0,89.0,130.0,68.5,41.0,56.0,73.2,15.0,20.0,75.0,1,2.5,1.4,-1.5,14.0,23.0,9.0,0.0,32.0
César Azpilicueta,ESP,DF,Chelsea,Premier League,32,1989,17.0,872.0,1065.0,81.9,12891.0,4354.0,501.0,538.0,93.1,337.0,414.0,81.4,21.0,74.0,28.4,0,1.1,1.3,-1.1,12.0,40.0,19.0,5.0,71.0
Sanoussy Ba,GER,DF,RB Leipzig,Bundesliga,18,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iddrisu Baba,GHA,MF,Mallorca,La Liga,26,1996,18.9,476.0,584.0,81.5,8907.0,2460.0,190.0,212.0,89.6,221.0,252.0,87.7,57.0,93.0,61.3,0,0.2,0.3,-0.2,5.0,42.0,2.0,0.0,47.0
Srđan Babić,SRB,DF,Almería,La Liga,26,1996,33.3,1172.0,1373.0,85.4,23290.0,8365.0,382.0,420.0,91.0,637.0,700.0,91.0,142.0,223.0,63.7,0,0.3,0.4,-0.3,7.0,55.0,3.0,1.0,63.0
Loïc Bade,FRA,DF,Sevilla,La Liga,22,2000,16.1,735.0,847.0,86.8,13873.0,4762.0,253.0,273.0,92.7,409.0,445.0,91.9,64.0,105.0,61.0,0,0.1,0.1,-0.1,2.0,40.0,0.0,0.0,42.0
Loïc Bade,FRA,DF,Rennes,Ligue 1,22,2000,1.0,52.0,59.0,88.1,1163.0,396.0,8.0,10.0,80.0,35.0,36.0,97.2,9.0,13.0,69.2,1,0.1,0.0,0.9,1.0,2.0,0.0,0.0,3.0
Édgar Badía,ESP,GK,Elche,La Liga,30,1992,36.0,791.0,1072.0,73.8,24081.0,17998.0,102.0,103.0,99.0,381.0,393.0,96.9,306.0,570.0,53.7,0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
Benoît Badiashile,FRA,DF,Chelsea,Premier League,21,2001,10.1,769.0,860.0,89.4,14061.0,5150.0,284.0,315.0,90.2,419.0,448.0,93.5,58.0,83.0,69.9,0,0.5,0.2,-0.5,3.0,47.0,5.0,0.0,56.0
Benoît Badiashile,FRA,DF,Monaco,Ligue 1,21,2001,9.3,403.0,468.0,86.1,8296.0,3424.0,123.0,137.0,89.8,210.0,235.0,89.4,60.0,83.0,72.3,0,0.4,0.8,-0.4,1.0,46.0,3.0,0.0,39.0
Alex Baena,ESP,MF,Villarreal,La Liga,21,2001,21.6,681.0,859.0,79.3,11154.0,3034.0,340.0,380.0,89.5,257.0,301.0,85.4,59.0,100.0,59.0,2,5.2,3.8,-3.2,31.0,75.0,43.0,3.0,124.0
Jaime Báez,URU,DF,Cremonese,Serie A,27,1995,1.1,32.0,48.0,66.7,640.0,379.0,8.0,10.0,80.0,13.0,17.0,76.5,7.0,14.0,50.0,0,0.1,0.3,-0.1,2.0,7.0,2.0,2.0,4.0
Leon Bailey,JAM,FW,Aston Villa,Premier League,24,1997,21.9,337.0,547.0,61.6,5379.0,1285.0,190.0,248.0,76.6,97.0,154.0,63.0,35.0,75.0,46.7,4,4.8,4.8,-0.8,30.0,19.0,21.0,15.0,28.0
Eric Bailly,CIV,DF,Marseille,Ligue 1,28,1994,6.0,231.0,274.0,84.3,4679.0,1676.0,72.0,82.0,87.8,118.0,141.0,83.7,38.0,45.0,84.4,0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,12.0
Dénys Bain,FRA,DF,Auxerre,Ligue 1,29,1993,1.4,52.0,56.0,92.9,909.0,276.0,18.0,18.0,100.0,32.0,36.0,88.9,2.0,2.0,100.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
Brandon Baiye,BEL,MF,Clermont Foot,Ligue 1,21,2000,0.6,27.0,32.0,84.4,416.0,120.0,14.0,15.0,93.3,10.0,13.0,76.9,2.0,2.0,100.0,0,0.1,0.1,-0.1,1.0,1.0,0.0,0.0,2.0
Stefan Bajcetic,ESP,MF,Liverpool,Premier League,17,2004,5.8,200.0,258.0,77.5,3227.0,694.0,98.0,118.0,83.1,74.0,89.0,83.1,18.0,29.0,62.1,0,0.4,0.5,-0.4,4.0,17.0,7.0,1.0,24.0
Nedim Bajrami,ALB,MF,Empoli,Serie A,23,1999,10.4,260.0,348.0,74.7,3968.0,1323.0,149.0,182.0,81.9,79.0,96.0,82.3,20.0,43.0,46.5,1,1.2,0.7,-0.2,15.0,19.0,6.0,0.0,29.0
Nedim Bajrami,ALB,MF,Sassuolo,Serie A,23,1999,9.1,245.0,355.0,69.0,3599.0,922.0,150.0,174.0,86.2,73.0,100.0,73.0,16.0,52.0,30.8,0,1.5,1.6,-1.5,14.0,13.0,11.0,0.0,44.0
Cédric Bakambu,COD,MF,Marseille,Ligue 1,31,1991,0.7,19.0,23.0,82.6,263.0,56.0,12.0,13.0,92.3,4.0,5.0,80.0,1.0,1.0,100.0,1,1.0,0.7,0.0,2.0,1.0,0.0,0.0,0.0
Tiemoué Bakayoko,FRA,MF,Milan,Serie A,27,1994,0.5,17.0,20.0,85.0,305.0,99.0,4.0,5.0,80.0,12.0,13.0,92.3,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0
Mitchel Bakker,NED,DF,Leverkusen,Bundesliga,22,2000,18.4,764.0,968.0,78.9,11670.0,3583.0,443.0,505.0,87.7,258.0,328.0,78.7,47.0,93.0,50.5,2,2.0,1.3,0.0,17.0,36.0,14.0,2.0,57.0
Ridle Baku,GER,MF,Wolfsburg,Bundesliga,24,1998,28.7,1216.0,1551.0,78.4,22159.0,7294.0,486.0,563.0,86.3,593.0,719.0,82.5,121.0,202.0,59.9,3,4.1,5.0,-1.1,28.0,116.0,37.0,14.0,126.0
Tommaso Baldanzi,ITA,MF,Empoli,Serie A,19,2003,19.7,534.0,647.0,82.5,7465.0,1747.0,307.0,332.0,92.5,175.0,206.0,85.0,19.0,41.0,46.3,0,1.8,1.8,-1.8,23.0,38.0,17.0,1.0,69.0
Alejandro Balde,ESP,DF,Barcelona,La Liga,18,2003,27.5,1482.0,1670.0,88.7,21525.0,4340.0,892.0,951.0,93.8,486.0,536.0,90.7,71.0,106.0,67.0,6,4.9,5.4,1.1,22.0,74.0,22.0,16.0,79.0
Thierno Balde,FRA,DF,Troyes,Ligue 1,20,2002,23.9,763.0,931.0,82.0,11688.0,3640.0,408.0,467.0,87.4,302.0,371.0,81.4,34.0,51.0,66.7,1,1.1,1.5,-0.1,19.0,34.0,19.0,4.0,60.0
Carlos Baleba,CMR,MF,Lille,Ligue 1,18,2004,5.3,249.0,300.0,83.0,4837.0,877.0,98.0,114.0,86.0,103.0,119.0,86.6,41.0,51.0,80.4,0,0.1,0.1,-0.1,2.0,33.0,2.0,0.0,33.0
Mikel Balenziaga,ESP,DF,Athletic Club,La Liga,34,1988,1.3,49.0,69.0,71.0,819.0,242.0,25.0,29.0,86.2,19.0,26.0,73.1,5.0,9.0,55.6,0,0.0,0.1,0.0,0.0,4.0,2.0,1.0,7.0
Leonardo Balerdi,ARG,DF,Marseille,Ligue 1,23,1999,29.3,1389.0,1656.0,83.9,27891.0,8035.0,393.0,449.0,87.5,771.0,872.0,88.4,189.0,262.0,72.1,1,0.2,0.4,0.8,5.0,105.0,3.0,1.0,97.0
Dominic Ballard,ENG,FW,Southampton,Premier League,17,2005,0.3,5.0,7.0,71.4,55.0,5.0,3.0,4.0,75.0,2.0,2.0,100.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
